question,source,sql
What are the id and name of the stadium where the most injury accidents happened ?,spider,"SELECT STADIUMalias0.ID , STADIUMalias0.NAME FROM STADIUM AS STADIUMalias0 JOIN GAME AS GAMEalias0 ON STADIUMalias0.ID = GAMEalias0.STADIUM_ID JOIN INJURY_ACCIDENT AS INJURY_ACCIDENTalias0 ON INJURY_ACCIDENTalias0.GAME_ID = GAMEalias0.ID GROUP BY STADIUMalias0.ID ORDER BY COUNT( INJURY_ACCIDENTalias0.* ) DESC LIMIT 1 ;"
Find the id and name of the stadium where the largest number of injury accidents occurred .,spider,"SELECT STADIUMalias0.ID , STADIUMalias0.NAME FROM STADIUM AS STADIUMalias0 JOIN GAME AS GAMEalias0 ON STADIUMalias0.ID = GAMEalias0.STADIUM_ID JOIN INJURY_ACCIDENT AS INJURY_ACCIDENTalias0 ON INJURY_ACCIDENTalias0.GAME_ID = GAMEalias0.ID GROUP BY STADIUMalias0.ID ORDER BY COUNT( INJURY_ACCIDENTalias0.* ) DESC LIMIT 1 ;"
In which season and which stadium did any player have an injury of ' var0 ' or ' var1 ' ?,spider,"SELECT GAMEalias0.SEASON , STADIUMalias0.NAME FROM GAME AS GAMEalias0 JOIN STADIUM AS STADIUMalias0 ON STADIUMalias0.ID = GAMEalias0.STADIUM_ID JOIN INJURY_ACCIDENT AS INJURY_ACCIDENTalias0 ON INJURY_ACCIDENTalias0.GAME_ID = GAMEalias0.ID WHERE INJURY_ACCIDENTalias0.INJURY = ""var0"" OR INJURY_ACCIDENTalias0.INJURY = ""var1"" ;"
How many different kinds of information sources are there for injury accidents ?,spider,SELECT COUNT( DISTINCT INJURY_ACCIDENTalias0.SOURCE ) FROM INJURY_ACCIDENT AS INJURY_ACCIDENTalias0 ;
How many games are free of injury accidents ?,spider,SELECT COUNT( * ) FROM GAME AS GAMEalias0 WHERE GAMEalias0.ID NOT IN ( SELECT INJURY_ACCIDENTalias0.GAME_ID FROM INJURY_ACCIDENT AS INJURY_ACCIDENTalias0 ) ;
How many distinct kinds of injuries happened after season var0 ?,spider,SELECT COUNT( DISTINCT INJURY_ACCIDENTalias0.INJURY ) FROM INJURY_ACCIDENT AS INJURY_ACCIDENTalias0 JOIN GAME AS GAMEalias0 ON INJURY_ACCIDENTalias0.GAME_ID = GAMEalias0.ID WHERE GAMEalias0.SEASON > var0 ;
List the name of the stadium where both the player ' var0 ' and the player ' var1 ' got injured .,spider,"SELECT STADIUMalias0.NAME FROM GAME AS GAMEalias0 JOIN STADIUM AS STADIUMalias0 ON STADIUMalias0.ID = GAMEalias0.STADIUM_ID JOIN INJURY_ACCIDENT AS INJURY_ACCIDENTalias0 ON INJURY_ACCIDENTalias0.GAME_ID = GAMEalias0.ID WHERE INJURY_ACCIDENTalias0.PLAYER = ""var0"" INTERSECT SELECT STADIUMalias1.NAME FROM GAME AS GAMEalias1 JOIN STADIUM AS STADIUMalias1 ON STADIUMalias1.ID = GAMEalias1.STADIUM_ID JOIN INJURY_ACCIDENT AS INJURY_ACCIDENTalias1 ON INJURY_ACCIDENTalias1.GAME_ID = GAMEalias1.ID WHERE INJURY_ACCIDENTalias1.PLAYER = ""var1"" ;"
"Show the name , average attendance , total attendance for stadiums where no accidents happened .",spider,"SELECT STADIUMalias0.AVERAGE_ATTENDANCE , STADIUMalias0.NAME , STADIUMalias0.TOTAL_ATTENDANCE FROM STADIUM AS STADIUMalias0 EXCEPT SELECT STADIUMalias1.AVERAGE_ATTENDANCE , STADIUMalias1.NAME , STADIUMalias1.TOTAL_ATTENDANCE FROM GAME AS GAMEalias0 JOIN STADIUM AS STADIUMalias1 ON STADIUMalias1.ID = GAMEalias0.STADIUM_ID JOIN INJURY_ACCIDENT AS INJURY_ACCIDENTalias0 ON INJURY_ACCIDENTalias0.GAME_ID = GAMEalias0.ID ;"
"Which stadium name contains the substring "" var0 "" ?",spider,"SELECT STADIUMalias0.NAME FROM STADIUM AS STADIUMalias0 WHERE STADIUMalias0.NAME LIKE ""var0"" ;"
How many games has each stadium held ?,spider,"SELECT COUNT( * ) , STADIUMalias0.ID FROM STADIUM AS STADIUMalias0 JOIN GAME AS GAMEalias0 ON STADIUMalias0.ID = GAMEalias0.STADIUM_ID GROUP BY STADIUMalias0.ID ;"
"For each injury accident , find the date of the game and the name of the injured player in the game , and sort the results in descending order of game season .",spider,"SELECT GAMEalias0.DATE , INJURY_ACCIDENTalias0.PLAYER FROM GAME AS GAMEalias0 JOIN INJURY_ACCIDENT AS INJURY_ACCIDENTalias0 ON INJURY_ACCIDENTalias0.GAME_ID = GAMEalias0.ID ORDER BY GAMEalias0.SEASON DESC ;"
List all country and league names .,spider,"SELECT COUNTRYalias0.NAME , LEAGUEalias0.NAME FROM COUNTRY AS COUNTRYalias0 JOIN LEAGUE AS LEAGUEalias0 ON LEAGUEalias0.COUNTRY_ID = COUNTRYalias0.ID ;"
How many leagues are there in var0 ?,spider,"SELECT COUNT( * ) FROM COUNTRY AS COUNTRYalias0 JOIN LEAGUE AS LEAGUEalias0 ON LEAGUEalias0.COUNTRY_ID = COUNTRYalias0.ID WHERE COUNTRYalias0.NAME = ""var0"" ;"
What is the average weight of all players ?,spider,SELECT AVG( PLAYERalias0.WEIGHT ) FROM PLAYER AS PLAYERalias0 ;
What is the maximum and minimum height of all players ?,spider,"SELECT MAX( PLAYERalias0.WEIGHT ) , MIN( PLAYERalias0.WEIGHT ) FROM PLAYER AS PLAYERalias0 ;"
List all player names who have an overall rating higher than the average .,spider,SELECT DISTINCT PLAYERalias0.PLAYER_NAME FROM PLAYER AS PLAYERalias0 JOIN PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 ON PLAYERalias0.PLAYER_API_ID = PLAYER_ATTRIBUTESalias0.PLAYER_API_ID WHERE PLAYER_ATTRIBUTESalias0.OVERALL_RATING > ( SELECT AVG( PLAYER_ATTRIBUTESalias1.OVERALL_RATING ) FROM PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias1 ) ;
What are the names of players who have the best dribbling ?,spider,SELECT DISTINCT PLAYERalias0.PLAYER_NAME FROM PLAYER AS PLAYERalias0 JOIN PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 ON PLAYERalias0.PLAYER_API_ID = PLAYER_ATTRIBUTESalias0.PLAYER_API_ID WHERE PLAYER_ATTRIBUTESalias0.DRIBBLING = ( SELECT MAX( PLAYER_ATTRIBUTESalias1.OVERALL_RATING ) FROM PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias1 ) ;
List the names of all players who have a crossing score higher than var0 and prefer their var1 foot .,spider,"SELECT DISTINCT PLAYERalias0.PLAYER_NAME FROM PLAYER AS PLAYERalias0 JOIN PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 ON PLAYERalias0.PLAYER_API_ID = PLAYER_ATTRIBUTESalias0.PLAYER_API_ID WHERE PLAYER_ATTRIBUTESalias0.CROSSING > var0 AND PLAYER_ATTRIBUTESalias0.PREFERRED_FOOT = ""var1"" ;"
List the names of all var0-footed players who have overall rating between var1 and var2 .,spider,"SELECT DISTINCT PLAYERalias0.PLAYER_NAME FROM PLAYER AS PLAYERalias0 JOIN PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 ON PLAYERalias0.PLAYER_API_ID = PLAYER_ATTRIBUTESalias0.PLAYER_API_ID WHERE PLAYER_ATTRIBUTESalias0.OVERALL_RATING <= var2 AND PLAYER_ATTRIBUTESalias0.OVERALL_RATING >= var1 AND PLAYER_ATTRIBUTESalias0.PREFERRED_FOOT = ""var0"" ;"
What is the average rating for right-footed players and left-footed players ?,spider,"SELECT AVG( PLAYER_ATTRIBUTESalias0.OVERALL_RATING ) , PLAYER_ATTRIBUTESalias0.PREFERRED_FOOT FROM PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 GROUP BY PLAYER_ATTRIBUTESalias0.PREFERRED_FOOT ;"
"Of all players with an overall rating greater than var0 , how many are right-footed and left-footed ?",spider,"SELECT COUNT( * ) , PLAYER_ATTRIBUTESalias0.PREFERRED_FOOT FROM PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 WHERE OVERALL_RATING > var0 GROUP BY PLAYER_ATTRIBUTESalias0.PREFERRED_FOOT ;"
List all of the player ids with a height of at least var0cm and an overall rating higher than var1 .,spider,SELECT PLAYERalias0.PLAYER_API_ID FROM PLAYER AS PLAYERalias0 WHERE PLAYERalias0.HEIGHT >= var0 INTERSECT SELECT PLAYER_ATTRIBUTESalias0.PLAYER_API_ID FROM PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 WHERE PLAYER_ATTRIBUTESalias0.OVERALL_RATING > var1 ;
List all of the ids for var2-footed players with a height between var0cm and var1cm .,spider,"SELECT PLAYERalias0.PLAYER_API_ID FROM PLAYER AS PLAYERalias0 WHERE PLAYERalias0.HEIGHT <= var1 INTERSECT SELECT PLAYER_ATTRIBUTESalias0.PLAYER_API_ID FROM PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 WHERE PLAYER_ATTRIBUTESalias0.PREFERRED_FOOT = ""var2"" AND PLAYERalias0.HEIGHT >= var0 ;"
Who are the top var0 players in terms of overall rating ?,spider,SELECT DISTINCT PLAYERalias0.PLAYER_NAME FROM PLAYER AS PLAYERalias0 JOIN PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 ON PLAYERalias0.PLAYER_API_ID = PLAYER_ATTRIBUTESalias0.PLAYER_API_ID ORDER BY PLAYER_ATTRIBUTESalias0.OVERALL_RATING DESC LIMIT var0 ;
List the names and birthdays of the top five players in terms of potential .,spider,"SELECT DISTINCT PLAYERalias0.BIRTHDAY , PLAYERalias0.PLAYER_NAME FROM PLAYER AS PLAYERalias0 JOIN PLAYER_ATTRIBUTES AS PLAYER_ATTRIBUTESalias0 ON PLAYERalias0.PLAYER_API_ID = PLAYER_ATTRIBUTESalias0.PLAYER_API_ID ORDER BY PLAYER_ATTRIBUTESalias0.POTENTIAL DESC LIMIT var0 ;"
How many performances are there ?,spider,SELECT COUNT( * ) FROM PERFORMANCE AS PERFORMANCEalias0 ;
List the hosts of performances in ascending order of attendance .,spider,SELECT PERFORMANCEalias0.HOST FROM PERFORMANCE AS PERFORMANCEalias0 ORDER BY PERFORMANCEalias0.ATTENDANCE ASC ;
What are the dates and locations of performances ?,spider,"SELECT PERFORMANCEalias0.DATE , PERFORMANCEalias0.LOCATION FROM PERFORMANCE AS PERFORMANCEalias0 ;"
"Show the attendances of the performances at location "" var0 "" or "" var1 """,spider,"SELECT PERFORMANCEalias0.ATTENDANCE FROM PERFORMANCE AS PERFORMANCEalias0 WHERE PERFORMANCEalias0.LOCATION = ""var0"" OR PERFORMANCEalias0.LOCATION = ""var1"" ;"
What is the average number of attendees for performances ?,spider,SELECT AVG( PERFORMANCEalias0.ATTENDANCE ) FROM PERFORMANCE AS PERFORMANCEalias0 ;
What is the date of the performance with the highest number of attendees ?,spider,SELECT PERFORMANCEalias0.DATE FROM PERFORMANCE AS PERFORMANCEalias0 ORDER BY PERFORMANCEalias0.ATTENDANCE DESC LIMIT 1 ;
Show different locations and the number of performances at each location .,spider,"SELECT COUNT( * ) , PERFORMANCEalias0.LOCATION FROM PERFORMANCE AS PERFORMANCEalias0 GROUP BY PERFORMANCEalias0.LOCATION ;"
Show the most common location of performances .,spider,SELECT PERFORMANCEalias0.LOCATION FROM PERFORMANCE AS PERFORMANCEalias0 GROUP BY LOCATION ORDER BY COUNT( * ) DESC LIMIT 1 ;
Show the locations that have at least two performances .,spider,SELECT PERFORMANCEalias0.LOCATION FROM PERFORMANCE AS PERFORMANCEalias0 GROUP BY PERFORMANCEalias0.LOCATION HAVING COUNT( * ) >= var0 ;
Show the locations that have both performances with more than var0 attendees and performances with less than var1 attendees .,spider,SELECT PERFORMANCEalias0.LOCATION FROM PERFORMANCE AS PERFORMANCEalias0 WHERE PERFORMANCEalias0.ATTENDANCE > var0 INTERSECT SELECT PERFORMANCEalias1.LOCATION FROM PERFORMANCE AS PERFORMANCEalias1 WHERE PERFORMANCEalias1.ATTENDANCE < var1 ;
Show the names of members and the location of the performances they attended .,spider,"SELECT MEMBERalias0.NAME , PERFORMANCEalias0.LOCATION FROM MEMBER_ATTENDANCE AS MEMBER_ATTENDANCEalias0 JOIN MEMBER AS MEMBERalias0 ON MEMBERalias0.MEMBER_ID = MEMBER_ATTENDANCEalias0.MEMBER_ID JOIN PERFORMANCE AS PERFORMANCEalias0 ON PERFORMANCEalias0.PERFORMANCE_ID = MEMBER_ATTENDANCEalias0.PERFORMANCE_ID ;"
Show the names of members and the location of performances they attended in ascending alphabetical order of their names .,spider,"SELECT MEMBERalias0.NAME , PERFORMANCEalias0.LOCATION FROM MEMBER_ATTENDANCE AS MEMBER_ATTENDANCEalias0 JOIN MEMBER AS MEMBERalias0 ON MEMBERalias0.MEMBER_ID = MEMBER_ATTENDANCEalias0.MEMBER_ID JOIN PERFORMANCE AS PERFORMANCEalias0 ON PERFORMANCEalias0.PERFORMANCE_ID = MEMBER_ATTENDANCEalias0.PERFORMANCE_ID ORDER BY MEMBERalias0.NAME ASC ;"
"Show the dates of performances with attending members whose roles are "" var0 "" .",spider,"SELECT PERFORMANCEalias0.DATE FROM MEMBER_ATTENDANCE AS MEMBER_ATTENDANCEalias0 JOIN MEMBER AS MEMBERalias0 ON MEMBERalias0.MEMBER_ID = MEMBER_ATTENDANCEalias0.MEMBER_ID JOIN PERFORMANCE AS PERFORMANCEalias0 ON PERFORMANCEalias0.PERFORMANCE_ID = MEMBER_ATTENDANCEalias0.PERFORMANCE_ID WHERE MEMBERalias0.ROLE = ""var0"" ;"
Show the names of members and the dates of performances they attended in descending order of attendance of the performances .,spider,"SELECT MEMBERalias0.NAME , PERFORMANCEalias0.DATE FROM MEMBER_ATTENDANCE AS MEMBER_ATTENDANCEalias0 JOIN MEMBER AS MEMBERalias0 ON MEMBERalias0.MEMBER_ID = MEMBER_ATTENDANCEalias0.MEMBER_ID JOIN PERFORMANCE AS PERFORMANCEalias0 ON PERFORMANCEalias0.PERFORMANCE_ID = MEMBER_ATTENDANCEalias0.PERFORMANCE_ID ORDER BY PERFORMANCEalias0.ATTENDANCE DESC ;"
List the names of members who did not attend any performance .,spider,SELECT MEMBERalias0.NAME FROM MEMBER AS MEMBERalias0 WHERE MEMBERalias0.MEMBER_ID NOT IN ( SELECT MEMBER_ATTENDANCEalias0.MEMBER_ID FROM MEMBER_ATTENDANCE AS MEMBER_ATTENDANCEalias0 ) ;
Find the buildings which have rooms with capacity more than var0 .,spider,SELECT DISTINCT CLASSROOMalias0.BUILDING FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.CAPACITY > var0 ;
What are the distinct buildings with capacities of greater than var0 ?,spider,SELECT DISTINCT CLASSROOMalias0.BUILDING FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.CAPACITY > var0 ;
Count the number of rooms that are not in the var0 building .,spider,"SELECT COUNT( * ) FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.BUILDING != ""var0"" ;"
How many classrooms are not in var0 ?,spider,"SELECT COUNT( * ) FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.BUILDING != ""var0"" ;"
What is the name and building of the departments whose budget is more than the average budget ?,spider,"SELECT DEPARTMENTalias0.BUILDING , DEPT_NAME FROM DEPARTMENT AS DEPARTMENTalias0 WHERE DEPARTMENTalias0.BUDGET > ( SELECT AVG( DEPARTMENTalias1.BUDGET ) FROM DEPARTMENT AS DEPARTMENTalias1 ) ;"
Give the name and building of the departments with greater than average budget .,spider,"SELECT DEPARTMENTalias0.BUILDING , DEPT_NAME FROM DEPARTMENT AS DEPARTMENTalias0 WHERE DEPARTMENTalias0.BUDGET > ( SELECT AVG( DEPARTMENTalias1.BUDGET ) FROM DEPARTMENT AS DEPARTMENTalias1 ) ;"
Find the room number of the rooms which can sit var0 to var1 students and their buildings .,spider,"SELECT CLASSROOMalias0.BUILDING , CLASSROOMalias0.ROOM_NUMBER FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.CAPACITY BETWEEN var0 AND var1 ;"
What are the room numbers and corresponding buildings for classrooms which can seat between var0 to var1 students ?,spider,"SELECT CLASSROOMalias0.BUILDING , CLASSROOMalias0.ROOM_NUMBER FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.CAPACITY BETWEEN var0 AND var1 ;"
Find the name and building of the department with the highest budget .,spider,"SELECT DEPARTMENTalias0.BUILDING , DEPT_NAME FROM DEPARTMENT AS DEPARTMENTalias0 ORDER BY DEPARTMENTalias0.BUDGET DESC LIMIT 1 ;"
What is the department name and corresponding building for the department with the greatest budget ?,spider,"SELECT DEPARTMENTalias0.BUILDING , DEPT_NAME FROM DEPARTMENT AS DEPARTMENTalias0 ORDER BY DEPARTMENTalias0.BUDGET DESC LIMIT 1 ;"
What is the name of the student who has the highest total credits in the var0 department .,spider,"SELECT STUDENTalias0.NAME FROM STUDENT AS STUDENTalias0 WHERE DEPT_NAME = ""var0"" ORDER BY TOT_CRED DESC LIMIT 1 ;"
Give the name of the student in the var0 department with the most credits .,spider,"SELECT STUDENTalias0.NAME FROM STUDENT AS STUDENTalias0 WHERE DEPT_NAME = ""var0"" ORDER BY TOT_CRED DESC LIMIT 1 ;"
How many rooms does the var0 building have ?,spider,"SELECT COUNT( * ) FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.BUILDING = ""var0"" ;"
Count the number of classrooms in var0 .,spider,"SELECT COUNT( * ) FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.BUILDING = ""var0"" ;"
How many students have advisors ?,spider,SELECT COUNT( DISTINCT S_ID ) FROM ADVISOR AS ADVISORalias0 ;
Count the number of students who have advisors .,spider,SELECT COUNT( DISTINCT S_ID ) FROM ADVISOR AS ADVISORalias0 ;
How many departments offer courses ?,spider,SELECT COUNT( DISTINCT DEPT_NAME ) FROM COURSE AS COURSEalias0 ;
Count the number of departments which offer courses .,spider,SELECT COUNT( DISTINCT DEPT_NAME ) FROM COURSE AS COURSEalias0 ;
How many different courses offered by var0 department ?,spider,"SELECT COUNT( DISTINCT COURSEalias0.COURSE_ID ) FROM COURSE AS COURSEalias0 WHERE DEPT_NAME = ""var0"" ;"
Count the number of courses in the var0 department .,spider,"SELECT COUNT( DISTINCT COURSEalias0.COURSE_ID ) FROM COURSE AS COURSEalias0 WHERE DEPT_NAME = ""var0"" ;"
Find the title of courses that have two prerequisites ?,spider,SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 JOIN PREREQ AS DERIVED_TABLEalias0 ON DERIVED_TABLEalias0.COURSE_ID = COURSEalias0.COURSE_ID GROUP BY DERIVED_TABLEalias0.COURSE_ID HAVING COUNT( * ) = var0 ;
What are the titles for courses with two prerequisites ?,spider,SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 JOIN PREREQ AS DERIVED_TABLEalias0 ON DERIVED_TABLEalias0.COURSE_ID = COURSEalias0.COURSE_ID GROUP BY DERIVED_TABLEalias0.COURSE_ID HAVING COUNT( * ) = var0 ;
"Find the title , credit , and department name of courses that have more than one prerequisites ?",spider,"SELECT COURSEalias0.CREDITS , COURSEalias0.DEPT_NAME , COURSEalias0.TITLE FROM COURSE AS COURSEalias0 JOIN PREREQ AS DERIVED_TABLEalias0 ON DERIVED_TABLEalias0.COURSE_ID = COURSEalias0.COURSE_ID GROUP BY DERIVED_TABLEalias0.COURSE_ID HAVING COUNT( * ) > var0 ;"
"What is the title , credit value , and department name for courses with more than one prerequisite ?",spider,"SELECT COURSEalias0.CREDITS , COURSEalias0.DEPT_NAME , COURSEalias0.TITLE FROM COURSE AS COURSEalias0 JOIN PREREQ AS DERIVED_TABLEalias0 ON DERIVED_TABLEalias0.COURSE_ID = COURSEalias0.COURSE_ID GROUP BY DERIVED_TABLEalias0.COURSE_ID HAVING COUNT( * ) > var0 ;"
How many courses that do not have prerequisite ?,spider,SELECT COUNT( * ) FROM COURSE AS COURSEalias0 WHERE COURSEalias0.COURSE_ID NOT IN ( SELECT COURSE_ID FROM PREREQ ) ;
Count the number of courses without prerequisites .,spider,SELECT COUNT( * ) FROM COURSE AS COURSEalias0 WHERE COURSEalias0.COURSE_ID NOT IN ( SELECT COURSE_ID FROM PREREQ ) ;
Find the name of the courses that do not have any prerequisite ?,spider,SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 WHERE COURSEalias0.COURSE_ID NOT IN ( SELECT COURSE_ID FROM PREREQ ) ;
What are the titles of courses without prerequisites ?,spider,SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 WHERE COURSEalias0.COURSE_ID NOT IN ( SELECT COURSE_ID FROM PREREQ ) ;
Find the name of the courses that do not have any prerequisite ?,spider,SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 WHERE COURSEalias0.COURSE_ID NOT IN ( SELECT COURSE_ID FROM PREREQ ) ;
What are the names of courses without prerequisites ?,spider,SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 WHERE COURSEalias0.COURSE_ID NOT IN ( SELECT COURSE_ID FROM PREREQ ) ;
How many different instructors have taught some course ?,spider,SELECT COUNT( DISTINCT TEACHESalias0.ID ) FROM TEACHES AS TEACHESalias0 ;
Count the number of distinct instructors who have taught a course .,spider,SELECT COUNT( DISTINCT TEACHESalias0.ID ) FROM TEACHES AS TEACHESalias0 ;
Find the total budgets of the var0 or var1 department .,spider,"SELECT SUM( DEPARTMENTalias0.BUDGET ) FROM DEPARTMENT AS DEPARTMENTalias0 WHERE DEPT_NAME = ""var0"" OR DEPT_NAME = ""var1"" ;"
What is the sum of budgets of the var0 and var1 departments ?,spider,"SELECT SUM( DEPARTMENTalias0.BUDGET ) FROM DEPARTMENT AS DEPARTMENTalias0 WHERE DEPT_NAME = ""var0"" OR DEPT_NAME = ""var1"" ;"
Find the department name of the instructor whose name contains ' var0 ' .,spider,"SELECT DEPT_NAME FROM INSTRUCTOR AS INSTRUCTORalias0 WHERE INSTRUCTORalias0.NAME LIKE ""var0"" ;"
What is the name of the department with an instructure who has a name like ' var0 ' ?,spider,"SELECT DEPT_NAME FROM INSTRUCTOR AS INSTRUCTORalias0 WHERE INSTRUCTORalias0.NAME LIKE ""var0"" ;"
How many rooms whose capacity is less than var1 does the var0 building have ?,spider,"SELECT COUNT( * ) FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.BUILDING = ""var0"" AND CLASSROOMalias0.CAPACITY < var1 ;"
Count the number of rooms in var0 with capacity lower than var1 .,spider,"SELECT COUNT( * ) FROM CLASSROOM AS CLASSROOMalias0 WHERE CLASSROOMalias0.BUILDING = ""var0"" AND CLASSROOMalias0.CAPACITY < var1 ;"
Find the name and budget of departments whose budgets are more than the average budget .,spider,"SELECT DEPARTMENTalias0.BUDGET , DEPT_NAME FROM DEPARTMENT AS DEPARTMENTalias0 WHERE DEPARTMENTalias0.BUDGET > ( SELECT AVG( DEPARTMENTalias1.BUDGET ) FROM DEPARTMENT AS DEPARTMENTalias1 ) ;"
What are the names and budgets of departments with budgets greater than the average ?,spider,"SELECT DEPARTMENTalias0.BUDGET , DEPT_NAME FROM DEPARTMENT AS DEPARTMENTalias0 WHERE DEPARTMENTalias0.BUDGET > ( SELECT AVG( DEPARTMENTalias1.BUDGET ) FROM DEPARTMENT AS DEPARTMENTalias1 ) ;"
what is the name of the instructor who is in var0 department and earns the lowest salary ?,spider,"SELECT INSTRUCTORalias0.NAME FROM INSTRUCTOR AS INSTRUCTORalias0 WHERE DEPT_NAME = ""var0"" ORDER BY INSTRUCTORalias0.SALARY LIMIT 1 ;"
Give the name of the lowest earning instructor in the var0 department .,spider,"SELECT INSTRUCTORalias0.NAME FROM INSTRUCTOR AS INSTRUCTORalias0 WHERE DEPT_NAME = ""var0"" ORDER BY INSTRUCTORalias0.SALARY LIMIT 1 ;"
Find the title of course that is provided by both var0 and var1 departments .,spider,"SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 WHERE DEPT_NAME = ""var0"" INTERSECT SELECT COURSEalias1.TITLE FROM COURSE AS COURSEalias1 WHERE DEPT_NAME = ""var1"" ;"
What is the title of a course that is listed in both the var0 and var1 departments ?,spider,"SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 WHERE DEPT_NAME = ""var0"" INTERSECT SELECT COURSEalias1.TITLE FROM COURSE AS COURSEalias1 WHERE DEPT_NAME = ""var1"" ;"
Find the title of course that is provided by var0 but not var1 departments .,spider,"SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 WHERE DEPT_NAME = ""var0"" EXCEPT SELECT COURSEalias1.TITLE FROM COURSE AS COURSEalias1 WHERE DEPT_NAME = ""var1"" ;"
What are the titles of courses that are in the var0 department but not the var1 department ?,spider,"SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 WHERE DEPT_NAME = ""var0"" EXCEPT SELECT COURSEalias1.TITLE FROM COURSE AS COURSEalias1 WHERE DEPT_NAME = ""var1"" ;"
Find the id of instructors who taught a class in var0 var1 but not in var2 var3 .,spider,"SELECT TEACHESalias0.ID FROM TEACHES AS TEACHESalias0 WHERE TEACHESalias0.SEMESTER = ""var0"" AND TEACHESalias0.YEAR = var1 EXCEPT SELECT TEACHESalias1.ID FROM TEACHES AS TEACHESalias1 WHERE TEACHESalias1.SEMESTER = ""var2"" AND TEACHESalias1.YEAR = var3 ;"
What are the ids of instructors who taught in the var0 of var1 but not in the var2 of var3 ?,spider,"SELECT TEACHESalias0.ID FROM TEACHES AS TEACHESalias0 WHERE TEACHESalias0.SEMESTER = ""var0"" AND TEACHESalias0.YEAR = var1 EXCEPT SELECT TEACHESalias1.ID FROM TEACHES AS TEACHESalias1 WHERE TEACHESalias1.SEMESTER = ""var2"" AND TEACHESalias1.YEAR = var3 ;"
Find the name of students who took any class in the years of var0 and var1 .,spider,SELECT DISTINCT STUDENTalias0.NAME FROM STUDENT AS STUDENTalias0 JOIN TAKES AS DERIVED_TABLEalias0 ON STUDENTalias0.ID = DERIVED_TABLEalias0.ID WHERE YEAR = var0 OR YEAR = var1 ;
What are the names of the students who took classes in var0 or var1 ?,spider,SELECT DISTINCT STUDENTalias0.NAME FROM STUDENT AS STUDENTalias0 JOIN TAKES AS DERIVED_TABLEalias0 ON STUDENTalias0.ID = DERIVED_TABLEalias0.ID WHERE YEAR = var0 OR YEAR = var1 ;
Find the names of the top var0 departments that provide the largest amount of courses ?,spider,SELECT DEPT_NAME FROM COURSE AS COURSEalias0 GROUP BY DEPT_NAME ORDER BY COUNT( * ) DESC LIMIT var0 ;
What are the names of the var0 departments with the most courses ?,spider,SELECT DEPT_NAME FROM COURSE AS COURSEalias0 GROUP BY DEPT_NAME ORDER BY COUNT( * ) DESC LIMIT var0 ;
Find the name of the department that offers the highest total credits ?,spider,SELECT DEPT_NAME FROM COURSE AS COURSEalias0 GROUP BY DEPT_NAME ORDER BY SUM( COURSEalias0.CREDITS ) DESC LIMIT 1 ;
What is the name of the department with the most credits ?,spider,SELECT DEPT_NAME FROM COURSE AS COURSEalias0 GROUP BY DEPT_NAME ORDER BY SUM( COURSEalias0.CREDITS ) DESC LIMIT 1 ;
List the names of all courses ordered by their titles and credits .,spider,"SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 ORDER BY COURSEalias0.TITLE , COURSEalias0.CREDITS ;"
"Given the titles of all courses , in order of titles and credits .",spider,"SELECT COURSEalias0.TITLE FROM COURSE AS COURSEalias0 ORDER BY COURSEalias0.TITLE , COURSEalias0.CREDITS ;"
