,question,sql,source
4283,"Find the name of all the clubs at ""AKW"".","SELECT CLUBNAME FROM CLUB WHERE CLUBLOCATION = ""AKW""",train_spider
4284,"Which clubs are located at ""AKW""? Return the club names.","SELECT CLUBNAME FROM CLUB WHERE CLUBLOCATION = ""AKW""",train_spider
4285,"How many clubs are located at ""HHH""?","SELECT COUNT(*) FROM CLUB WHERE CLUBLOCATION = ""HHH""",train_spider
4286,"Count the number of clubs located at ""HHH"".","SELECT COUNT(*) FROM CLUB WHERE CLUBLOCATION = ""HHH""",train_spider
4287,"What are the first and last name of the president of the club ""Bootup Baltimore""?","SELECT STUDENT.FNAME , STUDENT.LNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE"" AND MEMBER_OF_CLUB.POSITION = ""PRESIDENT""",train_spider
4288,"Who is the president of the club ""Bootup Baltimore""? Give me the first and last name.","SELECT STUDENT.FNAME , STUDENT.LNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE"" AND MEMBER_OF_CLUB.POSITION = ""PRESIDENT""",train_spider
4289,"Who is the ""CTO"" of club ""Hopkins Student Enterprises""? Show the first name and last name.","SELECT STUDENT.FNAME , STUDENT.LNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""HOPKINS STUDENT ENTERPRISES"" AND MEMBER_OF_CLUB.POSITION = ""CTO""",train_spider
4290,"Find the first name and last name for the ""CTO"" of the club ""Hopkins Student Enterprises""?","SELECT STUDENT.FNAME , STUDENT.LNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""HOPKINS STUDENT ENTERPRISES"" AND MEMBER_OF_CLUB.POSITION = ""CTO""",train_spider
4291,"How many different roles are there in the club ""Bootup Baltimore""?","SELECT COUNT(DISTINCT MEMBER_OF_CLUB.POSITION) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE""",train_spider
4292,"Count the number of different positions in the club ""Bootup Baltimore"".","SELECT COUNT(DISTINCT MEMBER_OF_CLUB.POSITION) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE""",train_spider
4293,"How many members of ""Bootup Baltimore"" are older than 18?","SELECT COUNT(*) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE"" AND STUDENT.AGE > 18",train_spider
4294,"Count the number of members in club ""Bootup Baltimore"" whose age is above 18.","SELECT COUNT(*) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE"" AND STUDENT.AGE > 18",train_spider
4295,"How many members of club ""Bootup Baltimore"" are younger than 18?","SELECT COUNT(*) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE"" AND STUDENT.AGE < 18",train_spider
4296,"Count the number of members in club ""Bootup Baltimore"" whose age is below 18.","SELECT COUNT(*) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE"" AND STUDENT.AGE < 18",train_spider
4297,"Find the names of all the clubs that have at least a member from the city with city code ""BAL"".","SELECT DISTINCT CLUB.CLUBNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.CITY_CODE = ""BAL""",train_spider
4298,"Which clubs have one or more members from the city with code ""BAL""? Give me the names of the clubs.","SELECT DISTINCT CLUB.CLUBNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.CITY_CODE = ""BAL""",train_spider
4299,"Find the names of the clubs that have at least a member from the city with city code ""HOU"".","SELECT DISTINCT CLUB.CLUBNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.CITY_CODE = ""HOU""",train_spider
4300,"Which clubs have one or more members from the city with code ""HOU""? Give me the names of the clubs.","SELECT DISTINCT CLUB.CLUBNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.CITY_CODE = ""HOU""",train_spider
4301,"How many clubs does the student named ""Eric Tai"" belong to?","SELECT COUNT(DISTINCT CLUB.CLUBNAME) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.FNAME = ""ERIC"" AND STUDENT.LNAME = ""TAI""",train_spider
4302,"Count the number of clubs for which the student named ""Eric Tai"" is a member.","SELECT COUNT(DISTINCT CLUB.CLUBNAME) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.FNAME = ""ERIC"" AND STUDENT.LNAME = ""TAI""",train_spider
4303,"List the clubs having ""Davis Steven"" as a member.","SELECT DISTINCT CLUB.CLUBNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.FNAME = ""DAVIS"" AND STUDENT.LNAME = ""STEVEN""",train_spider
4304,"What are the names of the clubs that have ""Davis Steven"" as a member?","SELECT DISTINCT CLUB.CLUBNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.FNAME = ""DAVIS"" AND STUDENT.LNAME = ""STEVEN""",train_spider
4305,"List the clubs that have at least a member with advisor ""1121"".",SELECT DISTINCT CLUB.CLUBNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.ADVISOR = 1121,train_spider
4306,"Which clubs have one or more members whose advisor is ""1121""?",SELECT DISTINCT CLUB.CLUBNAME FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE STUDENT.ADVISOR = 1121,train_spider
4307,"What is the average age of the members of the club ""Bootup Baltimore""?","SELECT AVG(STUDENT.AGE) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE""",train_spider
4308,"Find the average age of the members in the club ""Bootup Baltimore"".","SELECT AVG(STUDENT.AGE) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""BOOTUP BALTIMORE""",train_spider
4309,"Find the average age of members of the club ""Hopkins Student Enterprises"".","SELECT AVG(STUDENT.AGE) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""HOPKINS STUDENT ENTERPRISES""",train_spider
4310,"On average, how old are the members in the club ""Hopkins Student Enterprises""?","SELECT AVG(STUDENT.AGE) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""HOPKINS STUDENT ENTERPRISES""",train_spider
4311,"Retrieve the average age of members of the club ""Tennis Club"".","SELECT AVG(STUDENT.AGE) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""TENNIS CLUB""",train_spider
4312,"Compute the average age of the members in the club ""Tennis Club"".","SELECT AVG(STUDENT.AGE) FROM CLUB JOIN MEMBER_OF_CLUB ON CLUB.CLUBID = MEMBER_OF_CLUB.CLUBID JOIN STUDENT ON MEMBER_OF_CLUB.STUID = STUDENT.STUID WHERE CLUB.CLUBNAME = ""TENNIS CLUB""",train_spider
4313,What are the distinct grant amount for the grants where the documents were sent before '1986-08-26 20:49:27' and grant were ended after '1989-03-16 18:27:16'?,SELECT GRANTS.GRANT_AMOUNT FROM GRANTS JOIN DOCUMENTS ON GRANTS.GRANT_ID = DOCUMENTS.GRANT_ID WHERE DOCUMENTS.SENT_DATE < '1986-08-26 20:49:27' INTERSECT SELECT GRANT_AMOUNT FROM GRANTS WHERE GRANT_END_DATE > '1989-03-16 18:27:16',train_spider
4314,What are the different grant amounts for documents sent before '1986-08-26 20:49:27' and after the grant ended on '1989-03-16 18:27:16'?,SELECT GRANTS.GRANT_AMOUNT FROM GRANTS JOIN DOCUMENTS ON GRANTS.GRANT_ID = DOCUMENTS.GRANT_ID WHERE DOCUMENTS.SENT_DATE < '1986-08-26 20:49:27' INTERSECT SELECT GRANT_AMOUNT FROM GRANTS WHERE GRANT_END_DATE > '1989-03-16 18:27:16',train_spider
4315,List the project details of the project both producing patent and paper as outcomes.,SELECT PROJECTS.PROJECT_DETAILS FROM PROJECTS JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID WHERE PROJECT_OUTCOMES.OUTCOME_CODE = 'PAPER' INTERSECT SELECT PROJECTS.PROJECT_DETAILS FROM PROJECTS JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID WHERE PROJECT_OUTCOMES.OUTCOME_CODE = 'PATENT',train_spider
4316,What are the details of the project that is producing both patents and papers as outcomes?,SELECT PROJECTS.PROJECT_DETAILS FROM PROJECTS JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID WHERE PROJECT_OUTCOMES.OUTCOME_CODE = 'PAPER' INTERSECT SELECT PROJECTS.PROJECT_DETAILS FROM PROJECTS JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID WHERE PROJECT_OUTCOMES.OUTCOME_CODE = 'PATENT',train_spider
4317,What is the total grant amount of the organisations described as research?,SELECT SUM(GRANT_AMOUNT) FROM GRANTS JOIN ORGANISATIONS ON GRANTS.ORGANISATION_ID = ORGANISATIONS.ORGANISATION_ID JOIN ORGANISATION_TYPES ON ORGANISATIONS.ORGANISATION_TYPE = ORGANISATION_TYPES.ORGANISATION_TYPE WHERE ORGANISATION_TYPES.ORGANISATION_TYPE_DESCRIPTION = 'RESEARCH',train_spider
4318,What is the total amount of grant money for research?,SELECT SUM(GRANT_AMOUNT) FROM GRANTS JOIN ORGANISATIONS ON GRANTS.ORGANISATION_ID = ORGANISATIONS.ORGANISATION_ID JOIN ORGANISATION_TYPES ON ORGANISATIONS.ORGANISATION_TYPE = ORGANISATION_TYPES.ORGANISATION_TYPE WHERE ORGANISATION_TYPES.ORGANISATION_TYPE_DESCRIPTION = 'RESEARCH',train_spider
4319,List from which date and to which date these staff work: project staff of the project which hires the most staffs,"SELECT DATE_FROM , DATE_TO FROM PROJECT_STAFF WHERE PROJECT_ID IN( SELECT PROJECT_ID FROM PROJECT_STAFF GROUP BY PROJECT_ID ORDER BY COUNT(*) DESC LIMIT 1 ) UNION SELECT DATE_FROM , DATE_TO FROM PROJECT_STAFF WHERE ROLE_CODE = 'LEADER'",train_spider
4320,From what date and to what date do the staff work on a project that has the most staff and has staff in a leader role?,"SELECT DATE_FROM , DATE_TO FROM PROJECT_STAFF WHERE PROJECT_ID IN( SELECT PROJECT_ID FROM PROJECT_STAFF GROUP BY PROJECT_ID ORDER BY COUNT(*) DESC LIMIT 1 ) UNION SELECT DATE_FROM , DATE_TO FROM PROJECT_STAFF WHERE ROLE_CODE = 'LEADER'",train_spider
4321,Find the organisation ids and details of the organisations which are involved in,"SELECT ORGANISATIONS.ORGANISATION_ID , ORGANISATIONS.ORGANISATION_DETAILS FROM GRANTS JOIN ORGANISATIONS ON GRANTS.ORGANISATION_ID = ORGANISATIONS.ORGANISATION_ID GROUP BY ORGANISATIONS.ORGANISATION_ID HAVING SUM(GRANTS.GRANT_AMOUNT) > 6000",train_spider
4322,What are the ids and details for all organizations that have grants of more than 6000 dollars?,"SELECT ORGANISATIONS.ORGANISATION_ID , ORGANISATIONS.ORGANISATION_DETAILS FROM GRANTS JOIN ORGANISATIONS ON GRANTS.ORGANISATION_ID = ORGANISATIONS.ORGANISATION_ID GROUP BY ORGANISATIONS.ORGANISATION_ID HAVING SUM(GRANTS.GRANT_AMOUNT) > 6000",train_spider
4323,What is the organisation type and id of the organisation which has the most number of research staff?,"SELECT ORGANISATIONS.ORGANISATION_TYPE , ORGANISATIONS.ORGANISATION_ID FROM ORGANISATIONS JOIN RESEARCH_STAFF ON ORGANISATIONS.ORGANISATION_ID = RESEARCH_STAFF.EMPLOYER_ORGANISATION_ID GROUP BY ORGANISATIONS.ORGANISATION_ID ORDER BY COUNT(*) DESC LIMIT 1",train_spider
4324,What is the type and id of the organization that has the most research staff?,"SELECT ORGANISATIONS.ORGANISATION_TYPE , ORGANISATIONS.ORGANISATION_ID FROM ORGANISATIONS JOIN RESEARCH_STAFF ON ORGANISATIONS.ORGANISATION_ID = RESEARCH_STAFF.EMPLOYER_ORGANISATION_ID GROUP BY ORGANISATIONS.ORGANISATION_ID ORDER BY COUNT(*) DESC LIMIT 1",train_spider
4325,Which organisation type hires most research staff?,SELECT ORGANISATIONS.ORGANISATION_TYPE FROM ORGANISATIONS JOIN RESEARCH_STAFF ON ORGANISATIONS.ORGANISATION_ID = RESEARCH_STAFF.EMPLOYER_ORGANISATION_ID GROUP BY ORGANISATIONS.ORGANISATION_TYPE ORDER BY COUNT(*) DESC LIMIT 1,train_spider
4326,What is the type of the organization with the most research staff?,SELECT ORGANISATIONS.ORGANISATION_TYPE FROM ORGANISATIONS JOIN RESEARCH_STAFF ON ORGANISATIONS.ORGANISATION_ID = RESEARCH_STAFF.EMPLOYER_ORGANISATION_ID GROUP BY ORGANISATIONS.ORGANISATION_TYPE ORDER BY COUNT(*) DESC LIMIT 1,train_spider
4327,Find out the send dates of the documents with the grant amount of more than 5000 were granted by organisation type described,SELECT DOCUMENTS.SENT_DATE FROM DOCUMENTS JOIN GRANTS ON DOCUMENTS.GRANT_ID = GRANTS.GRANT_ID JOIN ORGANISATIONS ON GRANTS.ORGANISATION_ID = ORGANISATIONS.ORGANISATION_ID JOIN ORGANISATION_TYPES ON ORGANISATIONS.ORGANISATION_TYPE = ORGANISATION_TYPES.ORGANISATION_TYPE WHERE GRANTS.GRANT_AMOUNT > 5000 AND ORGANISATION_TYPES.ORGANISATION_TYPE_DESCRIPTION = 'RESEARCH',train_spider
4328,What are the send dates for all documents that have a grant amount of more than 5000 and are involved in research?,SELECT DOCUMENTS.SENT_DATE FROM DOCUMENTS JOIN GRANTS ON DOCUMENTS.GRANT_ID = GRANTS.GRANT_ID JOIN ORGANISATIONS ON GRANTS.ORGANISATION_ID = ORGANISATIONS.ORGANISATION_ID JOIN ORGANISATION_TYPES ON ORGANISATIONS.ORGANISATION_TYPE = ORGANISATION_TYPES.ORGANISATION_TYPE WHERE GRANTS.GRANT_AMOUNT > 5000 AND ORGANISATION_TYPES.ORGANISATION_TYPE_DESCRIPTION = 'RESEARCH',train_spider
4329,What are the response received dates for the documents described as 'Regular' or granted with more than 100?,SELECT DOCUMENTS.RESPONSE_RECEIVED_DATE FROM DOCUMENTS JOIN DOCUMENT_TYPES ON DOCUMENTS.DOCUMENT_TYPE_CODE = DOCUMENT_TYPES.DOCUMENT_TYPE_CODE JOIN GRANTS ON DOCUMENTS.GRANT_ID = GRANTS.GRANT_ID WHERE DOCUMENT_TYPES.DOCUMENT_DESCRIPTION = 'REGULAR' OR GRANTS.GRANT_AMOUNT > 100,train_spider
4330,What is the response received date for the document described as Regular that was granted more than 100 dollars?,SELECT DOCUMENTS.RESPONSE_RECEIVED_DATE FROM DOCUMENTS JOIN DOCUMENT_TYPES ON DOCUMENTS.DOCUMENT_TYPE_CODE = DOCUMENT_TYPES.DOCUMENT_TYPE_CODE JOIN GRANTS ON DOCUMENTS.GRANT_ID = GRANTS.GRANT_ID WHERE DOCUMENT_TYPES.DOCUMENT_DESCRIPTION = 'REGULAR' OR GRANTS.GRANT_AMOUNT > 100,train_spider
4331,List the project details of the projects which did not hire any staff for a researcher role.,SELECT PROJECT_DETAILS FROM PROJECTS WHERE PROJECT_ID NOT IN ( SELECT PROJECT_ID FROM PROJECT_STAFF WHERE ROLE_CODE = 'RESEARCHER' ),train_spider
4332,What are the details for all projects that did not hire any staff in a research role?,SELECT PROJECT_DETAILS FROM PROJECTS WHERE PROJECT_ID NOT IN ( SELECT PROJECT_ID FROM PROJECT_STAFF WHERE ROLE_CODE = 'RESEARCHER' ),train_spider
4333,"What are the task details, task id and project id for the projects which are detailed as 'omnis' or  have more than 2 outcomes?","SELECT TASKS.TASK_DETAILS , TASKS.TASK_ID , PROJECTS.PROJECT_ID FROM TASKS JOIN PROJECTS ON TASKS.PROJECT_ID = PROJECTS.PROJECT_ID WHERE PROJECTS.PROJECT_DETAILS = 'OMNIS' UNION SELECT TASKS.TASK_DETAILS , TASKS.TASK_ID , PROJECTS.PROJECT_ID FROM TASKS JOIN PROJECTS ON TASKS.PROJECT_ID = PROJECTS.PROJECT_ID JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID GROUP BY PROJECTS.PROJECT_ID HAVING COUNT(*) > 2",train_spider
4334,"What are the task details, task ids, and project ids for the progrects that are detailed as 'omnis' or have at least 3 outcomes?","SELECT TASKS.TASK_DETAILS , TASKS.TASK_ID , PROJECTS.PROJECT_ID FROM TASKS JOIN PROJECTS ON TASKS.PROJECT_ID = PROJECTS.PROJECT_ID WHERE PROJECTS.PROJECT_DETAILS = 'OMNIS' UNION SELECT TASKS.TASK_DETAILS , TASKS.TASK_ID , PROJECTS.PROJECT_ID FROM TASKS JOIN PROJECTS ON TASKS.PROJECT_ID = PROJECTS.PROJECT_ID JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID GROUP BY PROJECTS.PROJECT_ID HAVING COUNT(*) > 2",train_spider
4335,"When do all the researcher role staff start to work, and when do they stop working?","SELECT DATE_FROM , DATE_TO FROM PROJECT_STAFF WHERE ROLE_CODE = 'RESEARCHER'",train_spider
4336,When did researchers start and stop working?,"SELECT DATE_FROM , DATE_TO FROM PROJECT_STAFF WHERE ROLE_CODE = 'RESEARCHER'",train_spider
4337,How many kinds of roles are there for the staff?,SELECT COUNT(DISTINCT ROLE_CODE) FROM PROJECT_STAFF,train_spider
4338,How many different roles are there on the project staff?,SELECT COUNT(DISTINCT ROLE_CODE) FROM PROJECT_STAFF,train_spider
4339,What is the total amount of grants given by each organisations? Also list the organisation id.,"SELECT SUM(GRANT_AMOUNT) , ORGANISATION_ID FROM GRANTS GROUP BY ORGANISATION_ID",train_spider
4340,What is the total amount of grant money given to each organization and what is its id?,"SELECT SUM(GRANT_AMOUNT) , ORGANISATION_ID FROM GRANTS GROUP BY ORGANISATION_ID",train_spider
4341,List the project details of the projects with the research outcome described with the substring 'Published'.,SELECT PROJECTS.PROJECT_DETAILS FROM PROJECTS JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID JOIN RESEARCH_OUTCOMES ON PROJECT_OUTCOMES.OUTCOME_CODE = RESEARCH_OUTCOMES.OUTCOME_CODE WHERE RESEARCH_OUTCOMES.OUTCOME_DESCRIPTION LIKE '%PUBLISHED%',train_spider
4342,What are the details for the project whose research has been published?,SELECT PROJECTS.PROJECT_DETAILS FROM PROJECTS JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID JOIN RESEARCH_OUTCOMES ON PROJECT_OUTCOMES.OUTCOME_CODE = RESEARCH_OUTCOMES.OUTCOME_CODE WHERE RESEARCH_OUTCOMES.OUTCOME_DESCRIPTION LIKE '%PUBLISHED%',train_spider
4343,How many staff does each project has? List the project id and the number in an ascending order.,"SELECT PROJECT_STAFF.PROJECT_ID , COUNT(*) FROM PROJECT_STAFF JOIN PROJECTS ON PROJECT_STAFF.PROJECT_ID = PROJECTS.PROJECT_ID GROUP BY PROJECT_STAFF.PROJECT_ID ORDER BY COUNT(*) ASC",train_spider
4344,"For each project id, how many staff does it have? List them in increasing order.","SELECT PROJECT_STAFF.PROJECT_ID , COUNT(*) FROM PROJECT_STAFF JOIN PROJECTS ON PROJECT_STAFF.PROJECT_ID = PROJECTS.PROJECT_ID GROUP BY PROJECT_STAFF.PROJECT_ID ORDER BY COUNT(*) ASC",train_spider
4345,What is the complete description of the researcher role.,SELECT ROLE_DESCRIPTION FROM STAFF_ROLES WHERE ROLE_CODE = 'RESEARCHER',train_spider
4346,What is the complete description of the job of a researcher?,SELECT ROLE_DESCRIPTION FROM STAFF_ROLES WHERE ROLE_CODE = 'RESEARCHER',train_spider
4347,When did the first staff for the projects started working?,SELECT DATE_FROM FROM PROJECT_STAFF ORDER BY DATE_FROM ASC LIMIT 1,train_spider
4348,When did the first staff member start working?,SELECT DATE_FROM FROM PROJECT_STAFF ORDER BY DATE_FROM ASC LIMIT 1,train_spider
4349,Which project made the most number of outcomes? List the project details and the project id.,"SELECT PROJECTS.PROJECT_DETAILS , PROJECTS.PROJECT_ID FROM PROJECTS JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID GROUP BY PROJECTS.PROJECT_ID ORDER BY COUNT(*) DESC LIMIT 1",train_spider
4350,What are the details and id of the project with the most outcomes?,"SELECT PROJECTS.PROJECT_DETAILS , PROJECTS.PROJECT_ID FROM PROJECTS JOIN PROJECT_OUTCOMES ON PROJECTS.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID GROUP BY PROJECTS.PROJECT_ID ORDER BY COUNT(*) DESC LIMIT 1",train_spider
4351,Which projects have no outcome? List the project details.,SELECT PROJECT_DETAILS FROM PROJECTS WHERE PROJECT_ID NOT IN ( SELECT PROJECT_ID FROM PROJECT_OUTCOMES ),train_spider
4352,What are the details of the project with no outcomes?,SELECT PROJECT_DETAILS FROM PROJECTS WHERE PROJECT_ID NOT IN ( SELECT PROJECT_ID FROM PROJECT_OUTCOMES ),train_spider
4353,"Which organisation hired the most number of research staff? List the organisation id, type and detail.","SELECT ORGANISATIONS.ORGANISATION_ID , ORGANISATIONS.ORGANISATION_TYPE , ORGANISATIONS.ORGANISATION_DETAILS FROM ORGANISATIONS JOIN RESEARCH_STAFF ON ORGANISATIONS.ORGANISATION_ID = RESEARCH_STAFF.EMPLOYER_ORGANISATION_ID GROUP BY ORGANISATIONS.ORGANISATION_ID ORDER BY COUNT(*) DESC LIMIT 1",train_spider
4354,"What are the ids, types, and details of the organization with the most research staff?","SELECT ORGANISATIONS.ORGANISATION_ID , ORGANISATIONS.ORGANISATION_TYPE , ORGANISATIONS.ORGANISATION_DETAILS FROM ORGANISATIONS JOIN RESEARCH_STAFF ON ORGANISATIONS.ORGANISATION_ID = RESEARCH_STAFF.EMPLOYER_ORGANISATION_ID GROUP BY ORGANISATIONS.ORGANISATION_ID ORDER BY COUNT(*) DESC LIMIT 1",train_spider
4355,Show the role description and the id of the project staff involved in most number of project outcomes?,"SELECT STAFF_ROLES.ROLE_DESCRIPTION , PROJECT_STAFF.STAFF_ID FROM STAFF_ROLES JOIN PROJECT_STAFF ON STAFF_ROLES.ROLE_CODE = PROJECT_STAFF.ROLE_CODE JOIN PROJECT_OUTCOMES ON PROJECT_STAFF.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID GROUP BY PROJECT_STAFF.STAFF_ID ORDER BY COUNT(*) DESC LIMIT 1",train_spider
4356,"For each staff id, what is the description of the role that is involved with the most number of projects?","SELECT STAFF_ROLES.ROLE_DESCRIPTION , PROJECT_STAFF.STAFF_ID FROM STAFF_ROLES JOIN PROJECT_STAFF ON STAFF_ROLES.ROLE_CODE = PROJECT_STAFF.ROLE_CODE JOIN PROJECT_OUTCOMES ON PROJECT_STAFF.PROJECT_ID = PROJECT_OUTCOMES.PROJECT_ID GROUP BY PROJECT_STAFF.STAFF_ID ORDER BY COUNT(*) DESC LIMIT 1",train_spider
4357,Which document type is described with the prefix 'Initial'?,SELECT DOCUMENT_TYPE_CODE FROM DOCUMENT_TYPES WHERE DOCUMENT_DESCRIPTION LIKE 'INITIAL%',train_spider
4358,What is the type of the document whose description starts with the word 'Initial'?,SELECT DOCUMENT_TYPE_CODE FROM DOCUMENT_TYPES WHERE DOCUMENT_DESCRIPTION LIKE 'INITIAL%',train_spider
